"","Date","Umpire","Home","Away","R [H]","R [A]","PC","IC","xIC","CC","xCC","CCAx","Acc","xAcc","AAx","Con","Fav [H]","totRI"
"","2024-07-10","Jacob Metz","CWS","MIN","3","1","111","3","9.1","108","101.9","6.1","97.3","91.8","5.5","94.6","0.31","0.43"
"","2024-07-10","Rob Drake","CWS","MIN","2","3","135","9","6.4","126","128.6","-2.6","93.3","95.2","-1.9","96.3","0.83","0.99"
"","2024-07-10","Emil Jimenez","CIN","COL","5","6","122","5","6.4","117","115.6","1.4","95.9","94.7","1.2","95.1","0.41","0.79"
"","2024-07-10","CB Bucknor","BOS","OAK","2","5","162","8","8.3","154","153.7","0.3","95.1","94.9","0.2","93.8","0.32","0.9"
"","2024-07-10","Mark Carlson","BAL","CHC","0","4","141","11","12.3","130","128.7","1.3","92.2","91.2","1","90.1","-0.23","1.55"
"","2024-07-10","Cory Blaser","AZ","ATL","7","5","135","7","11.2","128","123.8","4.2","94.8","91.7","3.1","90.4","0.39","0.55"
"","2024-07-09","Adam Hamari","TB","NYY","5","3","171","6","7.8","165","163.2","1.8","96.5","95.4","1.1","94.7","0.03","0.75"
"","2024-07-09","Malachi Moore","SF","TOR","4","3","158","13","12.5","145","145.5","-0.5","91.8","92.1","-0.3","89.2","0.89","1.81"
"","2024-07-09","Gabe Morales","SD","SEA","3","8","146","8","9.9","138","136.1","1.9","94.5","93.2","1.3","91.8","0.65","0.93"
"","2024-07-09","Derek Thomas","PHI","LAD","10","1","163","3","11.4","160","151.6","8.4","98.2","93","5.2","93.3","0.24","0.42"
"","2024-07-09","Nestor Ceja","NYM","WSH","7","5","149","7","9.1","142","139.9","2.1","95.3","93.9","1.4","92.6","0.04","0.58"
"","2024-07-09","Tom Hanahan","MIL","PIT","2","12","178","17","13.3","161","164.7","-3.7","90.4","92.5","-2.1","93.8","0.96","2.56"
"","2024-07-09","Tony Randazzo","LAA","TEX","4","5","133","6","6.7","127","126.3","0.7","95.5","94.9","0.5","94.7","-0.11","0.33"
"","2024-07-09","Nate Tomlinson","HOU","MIA","4","3","146","8","10.9","138","135.1","2.9","94.5","92.6","2","92.5","0.32","1.36"
"","2024-07-09","Mike Muchlinski","DET","CLE","8","9","176","8","9.9","168","166.1","1.9","95.5","94.4","1.1","94.3","-0.45","1.03"
"","2024-07-09","Nic Lentz","CIN","COL","12","6","171","12","9.5","159","161.5","-2.5","93","94.5","-1.5","93.6","-0.27","1.49"
"","2024-07-09","Ben May","BOS","OAK","12","9","173","8","13.2","165","159.8","5.2","95.4","92.4","3","90.2","0.73","0.87"
"","2024-07-09","Stu Scheurwater","BAL","CHC","2","9","151","7","10","144","141","3","95.4","93.4","2","95.4","0.04","0.7"
"","2024-07-09","Paul Clemons","AZ","ATL","2","6","161","10","13","151","148","3","93.8","91.9","1.8","93.8","0.03","1.35"
"","2024-07-08","Jeremie Rehak","WSH","STL","0","6","124","5","8.7","119","115.3","3.7","96","93","3","93.5","0.17","0.71"
"","2024-07-08","Marvin Hudson","PIT","NYM","8","2","120","13","11.6","107","108.4","-1.4","89.2","90.4","-1.2","92.5","0.88","1.36"
"","2024-07-08","Phil Cuzzi","LAA","TEX","4","9","153","7","10.8","146","142.2","3.8","95.4","93","2.5","94.1","0.43","0.97"
"","2024-07-08","James Hoye","DET","CLE","1","0","115","10","8.1","105","106.9","-1.9","91.3","92.9","-1.6","91.3","0","0.86"
"","2024-07-08","John Libka","CWS","MIN","6","8","161","5","9.8","156","151.2","4.8","96.9","93.9","3","96.3","-0.05","0.59"
"","2024-07-08","Will Little","CIN","COL","6","0","123","7","7","116","116","0","94.3","94.3","0","93.5","0.95","0.95"
"","2024-07-08","Todd Tichenor","AZ","ATL","4","5","169","3","7.5","166","161.5","4.5","98.2","95.5","2.7","96.4","0.02","0.4"
"","2024-07-07","Clint Vondrak","WSH","STL","3","8","174","2","8.4","172","165.6","6.4","98.9","95.2","3.7","97.1","0","0.16"
"","2024-07-07","Junior Valentine","TEX","TB","13","2","147","7","8.2","140","138.8","1.2","95.2","94.4","0.8","96.6","-0.89","1.71"
"","2024-07-07","Jordan Baker","SEA","TOR","4","5","171","17","14","154","157","-3","90.1","91.8","-1.7","89.5","-0.07","2.55"
"","2024-07-07","Alex MacKay","SD","AZ","1","9","130","6","7.8","124","122.2","1.8","95.4","94","1.3","93.1","-0.77","0.95"
"","2024-07-07","Nick Mahrley","PIT","NYM","2","3","188","11","13.8","177","174.2","2.8","94.1","92.7","1.5","92.6","0.47","1.47"
"","2024-07-07","Mark Ripperger","OAK","BAL","3","6","142","10","9.5","132","132.5","-0.5","93","93.3","-0.3","95.8","0.71","1.59"
"","2024-07-07","Lance Barrett","NYY","BOS","0","3","112","9","9","103","103","0","92","91.9","0","92.9","0.63","0.85"
"","2024-07-07","Ryan Additon","MIN","HOU","3","2","133","10","10.4","123","122.6","0.4","92.5","92.2","0.3","95.5","-0.55","1.17"
"","2024-07-07","Jeremy Riggs","MIA","CWS","7","4","192","10","13.9","182","178.1","3.9","94.8","92.8","2","94.3","-0.22","2.2"
"","2024-07-07","Vic Carapazza","LAD","MIL","2","9","196","9","15.6","187","180.4","6.6","95.4","92","3.4","91.3","-1.09","1.33"
"","2024-07-07","David Rackley","COL","KC","1","10","111","6","9.7","105","101.3","3.7","94.6","91.2","3.4","89.2","-0.05","0.69"
"","2024-07-07","Jim Wolf","CLE","SF","5","4","143","6","8.6","137","134.4","2.6","95.8","94","1.8","96.5","-0.39","0.79"
"","2024-07-07","Dan Iassogna","CIN","DET","1","5","138","7","8.7","131","129.3","1.7","94.9","93.7","1.3","93.5","-0.12","0.74"
"","2024-07-07","Lance Barksdale","CHC","LAA","5","0","153","8","10.5","145","142.5","2.5","94.8","93.1","1.6","96.1","0.71","1.03"
"","2024-07-07","Mike Estabrook","ATL","PHI","6","0","140","4","5.9","136","134.1","1.9","97.1","95.8","1.4","93.6","0.4","0.4"
"","2024-07-06","Bruce Dreckman","WSH","STL","14","6","176","7","7.5","169","168.5","0.5","96","95.7","0.3","97.2","-0.27","0.97"
"","2024-07-06","Andy Fletcher","TEX","TB","4","3","135","6","6.8","129","128.2","0.8","95.6","95","0.6","94.1","-0.23","0.57"
"","2024-07-06","Dan Merzel","SEA","TOR","4","5","158","10","11.5","148","146.5","1.5","93.7","92.7","1","96.8","-0.68","1.22"
"","2024-07-06","Bill Miller","SD","AZ","5","7","178","12","10","166","168","-2","93.3","94.4","-1.1","92.1","-0.65","1.51"
"","2024-07-06","John Tumpane","PIT","NYM","2","5","143","12","10.7","131","132.3","-1.3","91.6","92.5","-0.9","93.7","-1.1","2.12"
"","2024-07-06","Brian O'Nora","OAK","BAL","19","8","179","19","16.4","160","162.6","-2.6","89.4","90.8","-1.4","91.1","-1.63","3.67"
"","2024-07-06","Alfonso Márquez","NYY","BOS","14","4","160","12","9.6","148","150.4","-2.4","92.5","94","-1.5","91.2","-0.28","1.38"
"","2024-07-06","Doug Eddings","MIN","HOU","9","3","140","10","8.9","130","131.1","-1.1","92.9","93.7","-0.8","92.1","0.83","1.23"
"","2024-07-06","Ramon De Jesus","MIA","CWS","4","3","154","8","7.4","146","146.6","-0.6","94.8","95.2","-0.4","94.2","0.58","0.64"
"","2024-07-06","Edwin Moscoso","LAD","MIL","5","3","166","7","7.4","159","158.6","0.4","95.8","95.5","0.2","96.4","0.14","0.62"
"","2024-07-06","Larry Vanover","COL","KC","3","1","134","10","9.2","124","124.8","-0.8","92.5","93.1","-0.6","93.3","-0.59","1.43"
"","2024-07-06","Ryan Blakney","CLE","SF","5","4","167","12","10.2","155","156.8","-1.8","92.8","93.9","-1.1","91.6","0.6","1.62"
"","2024-07-06","Adam Beck","CIN","DET","3","5","180","3","9.5","177","170.5","6.5","98.3","94.7","3.6","95.6","0.15","0.25"
"","2024-07-06","Emil Jimenez","CHC","LAA","0","7","165","11","11.7","154","153.3","0.7","93.3","92.9","0.5","93.3","0.08","2.28"
"","2024-07-06","Tripp Gibson","ATL","PHI","5","1","132","9","9.1","123","122.9","0.1","93.2","93.1","0.1","93.9","0.51","0.91"
"","2024-07-05","Tom Hanahan","WSH","STL","6","7","168","12","13.4","156","154.6","1.4","92.9","92","0.8","92.9","-0.23","1.41"
"","2024-07-05","David Arrieta","TEX","TB","3","0","154","11","11.1","143","142.9","0.1","92.9","92.8","0.1","91.6","-0.89","1.57"
"","2024-07-05","Mark Carlson","SEA","TOR","2","1","146","13","12.3","133","133.7","-0.7","91.1","91.6","-0.5","95.9","0.16","0.94"
"","2024-07-05","Chad Whitson","SD","AZ","10","8","149","13","10.3","136","138.7","-2.7","91.3","93.1","-1.8","92.6","0.53","2.07"
"","2024-07-05","Hunter Wendelstedt","PIT","NYM","14","2","158","15","14.6","143","143.4","-0.4","90.5","90.8","-0.3","89.2","-0.15","2.83"
"","2024-07-05","Brennan Miller","OAK","BAL","2","3","148","10","10.3","138","137.7","0.3","93.2","93","0.2","95.3","-0.5","1.34"
"","2024-07-05","Roberto Ortiz","NYY","BOS","3","5","164","9","8.1","155","155.9","-0.9","94.5","95","-0.5","92.1","1.14","1.28"
"","2024-07-05","Charlie Ramos","MIN","HOU","12","13","171","13","10.8","158","160.2","-2.2","92.4","93.7","-1.3","94.2","0.14","2"
"","2024-07-05","Quinn Wolcott","MIA","CWS","2","3","158","8","9.6","150","148.4","1.6","94.9","93.9","1","96.2","-0.04","0.68"
"","2024-07-05","Brian Walsh","LAD","MIL","8","5","164","13","9.6","151","154.4","-3.4","92.1","94.1","-2.1","92.1","-0.07","1.77"
"","2024-07-05","Chris Segal","COL","KC","4","2","118","5","6.8","113","111.2","1.8","95.8","94.2","1.6","95.8","0.43","1.03"
"","2024-07-05","Jonathan Parra","CLE","SF","2","4","182","11","11.5","171","170.5","0.5","94","93.7","0.3","92.9","-0.57","1.35"
"","2024-07-05","CB Bucknor","CIN","DET","4","5","168","10","11.4","158","156.6","1.4","94","93.2","0.8","94.6","0.74","1.92"
"","2024-07-05","Nic Lentz","CHC","LAA","5","1","107","11","12","96","95","1","89.7","88.8","1","94.4","-0.12","1.12"
"","2024-07-05","Laz Diaz","ATL","PHI","6","8","137","10","9.2","127","127.8","-0.8","92.7","93.3","-0.6","92","0.18","1"
"","2024-07-04","Nate Tomlinson","WSH","NYM","1","0","115","9","9.2","106","105.8","0.2","92.2","92","0.1","93","-0.41","0.75"
"","2024-07-04","Ben May","TOR","HOU","3","5","152","11","11.1","141","140.9","0.1","92.8","92.7","0.1","94.1","1.38","1.78"
"","2024-07-04","Lance Barrett","TEX","SD","1","3","142","8","9.1","134","132.9","1.1","94.4","93.6","0.7","96.5","-0.12","0.68"
"","2024-07-04","Adam Hamari","SEA","BAL","7","3","144","7","12.3","137","131.7","5.3","95.1","91.5","3.7","93.8","0.16","0.48"
"","2024-07-04","Erich Bacchus","PIT","STL","2","3","154","9","9.2","145","144.8","0.2","94.2","94","0.1","93.5","-0.17","0.87"
"","2024-07-04","Edwin Jimenez","OAK","LAA","5","0","168","6","11.4","162","156.6","5.4","96.4","93.2","3.2","94","0.53","0.91"
"","2024-07-04","Alan Porter","NYY","CIN","4","8","156","7","7.4","149","148.6","0.4","95.5","95.2","0.3","96.2","0.08","0.68"
"","2024-07-04","Malachi Moore","MIN","DET","12","3","125","8","8.6","117","116.4","0.6","93.6","93.1","0.5","92.8","-0.39","0.87"
"","2024-07-04","Marvin Hudson","MIA","BOS","5","6","191","4","10.2","187","180.8","6.2","97.9","94.6","3.3","97.4","0.2","0.36"
"","2024-07-04","Stu Scheurwater","LAD","AZ","3","9","178","13","10.5","165","167.5","-2.5","92.7","94.1","-1.4","90.4","-0.56","1.62"
"","2024-07-04","Adrian Johnson","KC","TB","8","10","200","13","14.4","187","185.6","1.4","93.5","92.8","0.7","95","0.53","2.47"
"","2024-07-04","Derek Thomas","COL","MIL","4","3","148","10","7.1","138","140.9","-2.9","93.2","95.2","-2","95.9","0.17","0.85"
"","2024-07-04","Will Little","CLE","CWS","8","4","152","10","9.5","142","142.5","-0.5","93.4","93.7","-0.3","94.7","1.32","2.14"
"","2024-07-04","Mark Wegner","CHC","PHI","10","2","136","11","7.6","125","128.4","-3.4","91.9","94.4","-2.5","92.6","-0.43","1.17"
"","2024-07-04","Sean Barber","ATL","SF","2","4","152","8","9.1","144","142.9","1.1","94.7","94","0.7","92.8","0.01","0.67"
"","2024-07-03","David Rackley","WSH","NYM","7","5","136","6","7.8","130","128.2","1.8","95.6","94.2","1.3","94.1","0.29","0.57"
"","2024-07-03","Dan Iassogna","TOR","HOU","2","9","144","12","8.7","132","135.3","-3.3","91.7","93.9","-2.3","92.4","0.22","0.96"
"","2024-07-03","John Bacon","TEX","SD","4","6","152","8","7.3","144","144.7","-0.7","94.7","95.2","-0.5","94.7","-0.54","1.38"
"","2024-07-03","Vic Carapazza","SEA","BAL","1","4","134","8","8.9","126","125.1","0.9","94","93.4","0.7","94.8","0.29","0.73"
"","2024-07-03","Mike Estabrook","PIT","STL","5","4","153","8","12.5","145","140.5","4.5","94.8","91.9","2.9","93.5","0.35","1.21"
"","2024-07-03","Mike Muchlinski","OAK","LAA","5","0","102","9","6.4","93","95.6","-2.6","91.2","93.7","-2.6","97.1","-0.79","1.45"
"","2024-07-03","Jim Wolf","NYY","CIN","2","3","177","10","10.3","167","166.7","0.3","94.4","94.2","0.1","93.2","0.93","1.37"
"","2024-07-03","Alex MacKay","MIN","DET","2","9","132","8","8.6","124","123.4","0.6","93.9","93.5","0.5","93.2","0.16","1.28"
"","2024-07-03","Nick Mahrley","MIA","BOS","2","7","161","12","12.8","149","148.2","0.8","92.5","92","0.5","93.2","0.75","1.47"
"","2024-07-03","Jordan Baker","LAD","AZ","4","12","191","13","13","178","178","0","93.2","93.2","0","95.8","0.64","2.7"
"","2024-07-03","Jeremy Riggs","KC","TB","4","2","169","10","11.8","159","157.2","1.8","94.1","93","1","94.7","-1.17","1.55"
"","2024-07-03","Mark Ripperger","COL","MIL","0","3","133","4","7.9","129","125.1","3.9","97","94","2.9","97","0.44","0.9"
"","2024-07-03","Lance Barksdale","CLE","CWS","2","8","147","8","6","139","141","-2","94.6","95.9","-1.4","93.2","-0.01","0.75"
"","2024-07-03","Clint Vondrak","CHC","PHI","3","5","136","9","10.4","127","125.6","1.4","93.4","92.4","1","93.4","0.09","1.67"
"","2024-07-03","Ryan Additon","ATL","SF","3","1","138","8","6.6","130","131.4","-1.4","94.2","95.2","-1","94.2","-0.05","1.13"
"","2024-07-02","Larry Vanover","WSH","NYM","2","7","149","12","11.3","137","137.7","-0.7","91.9","92.4","-0.5","92.6","0.32","1.16"
"","2024-07-02","Adam Beck","TOR","HOU","7","6","148","9","10.5","139","137.5","1.5","93.9","92.9","1","93.2","-0.97","1.43"
"","2024-07-02","Alfonso Márquez","TEX","SD","7","0","143","3","6.2","140","136.8","3.2","97.9","95.7","2.3","97.2","0.42","0.42"
"","2024-07-02","Edwin Moscoso","SEA","BAL","0","2","139","7","8","132","131","1","95","94.3","0.7","89.9","0.35","0.85"
"","2024-07-02","Tripp Gibson","PIT","STL","4","7","153","10","13.4","143","139.6","3.4","93.5","91.2","2.2","88.9","-0.06","1.48"
"","2024-07-02","Junior Valentine","OAK","LAA","7","5","156","12","11.3","144","144.7","-0.7","92.3","92.8","-0.5","95.5","-0.44","1.46"
"","2024-07-02","Ryan Blakney","NYY","CIN","4","5","157","5","11.2","152","145.8","6.2","96.8","92.9","3.9","94.9","0.55","0.87"
"","2024-07-02","Bill Miller","MIN","DET","5","3","146","8","10.5","138","135.5","2.5","94.5","92.8","1.7","91.1","-0.47","0.75"
"","2024-07-02","John Tumpane","MIA","BOS","3","8","155","8","10.9","147","144.1","2.9","94.8","93","1.9","92.9","0.11","0.63"
"","2024-07-02","Dan Merzel","LAD","AZ","6","5","150","8","9.3","142","140.7","1.3","94.7","93.8","0.9","94","0.07","0.83"
"","2024-07-02","Ramon De Jesus","KC","TB","1","5","160","14","10.2","146","149.8","-3.8","91.2","93.6","-2.4","91.9","-0.22","1.22"
"","2024-07-02","Brian O'Nora","COL","MIL","3","4","198","18","13","180","185","-5","90.9","93.4","-2.5","95.5","-1.58","3.06"
"","2024-07-02","Emil Jimenez","CLE","CWS","7","6","131","8","9.8","123","121.2","1.8","93.9","92.5","1.4","89.3","0.32","0.76"
"","2024-07-02","Bruce Dreckman","CHC","PHI","4","6","150","16","11.8","134","138.2","-4.2","89.3","92.1","-2.8","93.3","0.23","1.35"
"","2024-07-02","Doug Eddings","ATL","SF","3","5","169","8","9.9","161","159.1","1.9","95.3","94.2","1.1","94.1","0.6","1.12"
"","2024-07-01","Chris Segal","WSH","NYM","7","9","171","6","9.8","165","161.2","3.8","96.5","94.2","2.2","97.7","0.49","0.77"
"","2024-07-01","CB Bucknor","TOR","HOU","1","3","124","8","7.8","116","116.2","-0.2","93.5","93.7","-0.2","93.5","-0.61","1.25"
"","2024-07-01","Brennan Miller","COL","MIL","8","7","155","14","13","141","142","-1","91","91.6","-0.6","92.9","0.09","1.57"
"","2024-06-30","Tom Hanahan","TOR","NYY","1","8","163","15","11.1","148","151.9","-3.9","90.8","93.2","-2.4","89.6","1.02","1.98"
"","2024-06-30","Dan Bellino","TB","WSH","5","0","127","5","5.1","122","121.9","0.1","96.1","95.9","0.1","96.1","0.03","0.31"
"","2024-06-30","Hunter Wendelstedt","STL","CIN","2","0","124","11","7.1","113","116.9","-3.9","91.1","94.3","-3.2","91.9","0.18","0.72"
"","2024-06-30","Jansen Visconti","SF","LAD","10","4","147","8","13.3","139","133.7","5.3","94.6","91","3.6","89.1","0.23","0.85"
"","2024-06-30","Quinn Wolcott","SEA","MIN","3","5","134","5","8","129","126","3","96.3","94","2.3","95.5","0.37","0.37"
"","2024-06-30","Nic Lentz","PHI","MIA","7","6","162","13","13.9","149","148.1","0.9","92","91.4","0.6","89.5","0.52","1.28"
"","2024-06-30","James Jean","NYM","HOU","5","10","151","11","12.2","140","138.8","1.2","92.7","91.9","0.8","95.4","0","1.52"
"","2024-06-30","Stu Scheurwater","MIL","CHC","7","1","155","5","10.1","150","144.9","5.1","96.8","93.5","3.3","94.2","0.28","0.56"
"","2024-06-30","Mark Ripperger","LAA","DET","6","7","154","6","11.4","148","142.6","5.4","96.1","92.6","3.5","96.1","0.43","0.81"
"","2024-06-30","John Bacon","KC","CLE","6","2","131","4","6","127","125","2","96.9","95.4","1.5","96.2","0.34","0.42"
"","2024-06-30","Mark Carlson","CWS","COL","4","5","168","5","7.1","163","160.9","2.1","97","95.8","1.3","96.4","-0.9","0.9"
"","2024-06-30","Jonathan Parra","BOS","SD","4","1","126","5","5.4","121","120.6","0.4","96","95.7","0.3","96","-0.65","0.65"
"","2024-06-30","Derek Thomas","BAL","TEX","2","11","146","7","7.1","139","138.9","0.1","95.2","95.1","0.1","95.9","-0.11","0.87"
"","2024-06-30","Brian Walsh","AZ","OAK","5","1","125","5","8.4","120","116.6","3.4","96","93.3","2.7","96","-0.08","0.62"
"","2024-06-30","David Rackley","ATL","PIT","2","4","141","8","9.4","133","131.6","1.4","94.3","93.3","1","92.9","-0.12","0.74"
"","2024-06-29","D.J. Reyburn","TOR","NYY","9","3","153","6","14.6","147","138.4","8.6","96.1","90.5","5.6","90.8","-0.16","0.76"
"","2024-06-29","Jeremy Riggs","TB","WSH","1","8","157","8","8.5","149","148.5","0.5","94.9","94.6","0.3","93.6","-0.01","1.89"
"","2024-06-29","Charlie Ramos","STL","CIN","4","9","171","8","10.5","163","160.5","2.5","95.3","93.9","1.5","95.3","-0.5","1.2"
"","2024-06-29","Andy Fletcher","SF","LAD","7","14","196","10","10.7","186","185.3","0.7","94.9","94.6","0.3","92.9","1.12","1.72"
"","2024-06-29","Adrian Johnson","SEA","MIN","1","5","150","14","10.1","136","139.9","-3.9","90.7","93.3","-2.6","90","1.14","1.96"
"","2024-06-29","Nate Tomlinson","PHI","MIA","2","3","137","10","8.7","127","128.3","-1.3","92.7","93.7","-1","89.8","-0.13","1.03"
"","2024-06-29","Alan Porter","NYM","HOU","6","9","194","6","12.7","188","181.3","6.7","96.9","93.4","3.5","94.8","0.19","0.61"
"","2024-06-29","Paul Clemons","MIL","CHC","3","5","146","10","12","136","134","2","93.2","91.8","1.3","91.8","-1.44","2.38"
"","2024-06-29","Lance Barrett","LAA","DET","6","5","149","10","8.1","139","140.9","-1.9","93.3","94.5","-1.3","94","-0.23","1.41"
"","2024-06-29","Laz Diaz","KC","CLE","2","7","157","13","10.6","144","146.4","-2.4","91.7","93.2","-1.5","94.9","1.36","2.14"
"","2024-06-29","Jordan Baker","CWS","COL","11","3","139","5","9.4","134","129.6","4.4","96.4","93.3","3.1","95.7","-0.55","0.97"
"","2024-06-29","Rob Drake","BOS","SD","1","11","154","9","10.5","145","143.5","1.5","94.2","93.2","1","92.9","-0.29","1.03"
"","2024-06-29","Manny Gonzalez","BAL","TEX","6","5","155","7","5.9","148","149.1","-1.1","95.5","96.2","-0.7","96.1","-0.04","1.06"
"","2024-06-29","Adam Hamari","AZ","OAK","3","0","127","6","7.4","121","119.6","1.4","95.3","94.2","1.1","94.5","0.53","0.53"
"","2024-06-29","David Arrieta","ATL","PIT","2","1","173","10","10.9","163","162.1","0.9","94.2","93.7","0.5","92.5","0.44","1.12"
"","2024-06-28","Clint Vondrak","TOR","NYY","5","16","170*","16*","9.3*","154*","160.7*","-6.7*","90.6*","94.5*","-3.9*","91.2*","-1.7*","2.38*"
"","2024-06-28","Tony Randazzo","TB","WSH","3","1","143","14","7.7","129","135.3","-6.3","90.2","94.6","-4.4","90.9","-0.5","1.38"
"","2024-06-28","Sean Barber","STL","CIN","1","0","143","7","6.7","136","136.3","-0.3","95.1","95.3","-0.2","97.2","-0.42","0.82"
"","2024-06-28","Edwin Jimenez","SF","LAD","5","3","139","20","10.9","119","128.1","-9.1","85.6","92.2","-6.6","87.8","0.04","2"
"","2024-06-28","Ramon De Jesus","SEA","MIN","3","2","130","8","7.9","122","122.1","-0.1","93.8","93.9","-0.1","92.3","-0.15","0.83"
"","2024-06-28","Lance Barksdale","PHI","MIA","2","0","117","8","8.1","109","108.9","0.1","93.2","93.1","0.1","93.2","0.76","0.76"
"","2024-06-28","Jim Wolf","NYM","HOU","7","2","172","11","12.1","161","159.9","1.1","93.6","93","0.6","95.3","0.4","1.58"
"","2024-06-28","Ryan Wills","MIL","CHC","4","2","143","11","10.1","132","132.9","-0.9","92.3","93","-0.6","92.3","-0.71","2.09"
"","2024-06-28","Alfonso Márquez","LAA","DET","5","2","138","11","9.9","127","128.1","-1.1","92","92.8","-0.8","90.6","-0.02","1.04"
"","2024-06-28","Erich Bacchus","KC","CLE","10","3","172","9","9.8","163","162.2","0.8","94.8","94.3","0.5","93.6","-0.07","1.05"
"","2024-06-28","Dan Merzel","CWS","COL","5","3","143","12","10.1","131","132.9","-1.9","91.6","93","-1.4","95.8","0.04","1.58"
"","2024-06-28","James Hoye","BOS","SD","2","9","149","8","10.4","141","138.6","2.4","94.6","93","1.6","94.6","0.08","1.32"
"","2024-06-28","Cory Blaser","BAL","TEX","2","1","142","6","6.4","136","135.6","0.4","95.8","95.5","0.3","93.7","-0.39","1.03"
"","2024-06-28","Alex Tosi","AZ","OAK","4","9","170","11","15.1","159","154.9","4.1","93.5","91.1","2.4","93.5","0.03","1.15"
"","2024-06-28","Larry Vanover","ATL","PIT","6","1","151","18","15.1","133","135.9","-2.9","88.1","90","-1.9","90.7","-0.38","2.4"
"","2024-06-27","Jeremie Rehak","TOR","NYY","9","2","167","8","11.1","159","155.9","3.1","95.2","93.4","1.8","94","0.43","0.73"
"","2024-06-27","Gabe Morales","STL","CIN","4","11","157","15","14.6","142","142.4","-0.4","90.4","90.7","-0.3","91.7","-0.72","1.54"
"","2024-06-27","Junior Valentine","SF","CHC","3","5","175","5","8.8","170","166.2","3.8","97.1","95","2.2","94.3","-0.07","0.49"
"","2024-06-27","Emil Jimenez","PHI","MIA","4","7","139","8","10","131","129","2","94.2","92.8","1.5","95","0.56","1.9"
"","2024-06-27","Roberto Ortiz","LAA","DET","5","0","110","17","7.1","93","102.9","-9.9","84.5","93.5","-9","89.1","0.49","1.61"
"","2024-06-27","Mike Estabrook","KC","CLE","2","1","131","13","7.6","118","123.4","-5.4","90.1","94.2","-4.1","90.1","-0.42","1.78"
"","2024-06-27","Chris Segal","CWS","ATL","1","0","137","10","8.5","127","128.5","-1.5","92.7","93.8","-1.1","93.4","0.18","1.2"
"","2024-06-27","Nestor Ceja","BAL","TEX","11","2","113","5","5","108","108","0","95.6","95.5","0","94.7","0.45","0.55"
"","2024-06-27","Mike Muchlinski","AZ","MIN","6","13","159","10","8.2","149","150.8","-1.8","93.7","94.8","-1.1","93.7","1.4","2.16"
"","2024-06-26","Brian Knight","TB","SEA","2","5","153","6","6.8","147","146.2","0.8","96.1","95.6","0.5","96.7","0.34","0.98"
"","2024-06-26","Lance Barrett","STL","ATL","2","6","174","8","13.7","166","160.3","5.7","95.4","92.1","3.3","95.4","0.16","0.68"
"","2024-06-26","Mark Ripperger","STL","ATL","4","1","146","7","9.9","139","136.1","2.9","95.2","93.2","2","97.3","-0.34","0.7"
"","2024-06-26","Quinn Wolcott","SF","CHC","4","3","171","3","10.7","168","160.3","7.7","98.2","93.8","4.5","96.5","0.17","0.17"
"","2024-06-26","Edwin Moscoso","SD","WSH","8","5","152","10","8.5","142","143.5","-1.5","93.4","94.4","-1","94.1","0.8","1.9"
"","2024-06-26","Nic Lentz","NYM","NYY","12","2","199","9","12.4","190","186.6","3.4","95.5","93.8","1.7","95.5","-0.77","1.41"
"","2024-06-26","Chris Conroy","MIL","TEX","6","5","148","12","13.2","136","134.8","1.2","91.9","91","0.8","95.9","-0.11","2.15"
"","2024-06-26","John Bacon","LAA","OAK","5","2","137","21","12.5","116","124.5","-8.5","84.7","90.9","-6.2","92","-0.73","2.69"
"","2024-06-26","Manny Gonzalez","KC","MIA","5","1","121","10","9.4","111","111.6","-0.6","91.7","92.2","-0.5","94.2","0.59","1.53"
"","2024-06-26","Alex MacKay","HOU","COL","7","1","137","13","10.3","124","126.7","-2.7","90.5","92.5","-2","92.7","0.81","2.19"
"","2024-06-26","John Libka","DET","PHI","2","6","149","6","7.3","143","141.7","1.3","96","95.1","0.9","93.3","-0.52","0.84"
"","2024-06-26","Derek Thomas","CWS","LAD","0","4","133","3","7.7","130","125.3","4.7","97.7","94.2","3.5","96.2","0.11","0.43"
"","2024-06-26","Tripp Gibson","CIN","PIT","1","6","124","10","9.8","114","114.2","-0.2","91.9","92.1","-0.1","92.7","0.19","1.27"
"","2024-06-26","Chad Fairchild","BOS","TOR","1","4","137","6","8","131","129","2","95.6","94.2","1.5","95.6","0.26","0.58"
"","2024-06-26","Phil Cuzzi","BAL","CLE","4","2","127","7","8.5","120","118.5","1.5","94.5","93.3","1.1","94.5","-0.71","1.15"
"","2024-06-26","Jansen Visconti","AZ","MIN","3","8","137","9","10.2","128","126.8","1.2","93.4","92.5","0.9","91.2","-0.2","1.12"
"","2024-06-25","Charlie Ramos","TB","SEA","11","3","162","9","10.8","153","151.2","1.8","94.4","93.3","1.1","94.4","-0.6","1.1"
"","2024-06-25","Adrian Johnson","SF","CHC","5","1","144","14","9.7","130","134.3","-4.3","90.3","93.3","-3","93.1","0.53","1.37"
"","2024-06-25","Brian Walsh","SD","WSH","9","7","142","13","7.2","129","134.8","-5.8","90.8","95","-4.1","93.7","-0.43","1.07"
"","2024-06-25","Lance Barksdale","NYM","NYY","9","7","168","8","8.1","160","159.9","0.1","95.2","95.2","0.1","97","0.05","0.61"
"","2024-06-25","Nate Tomlinson","MIL","TEX","3","1","141","6","12.1","135","128.9","6.1","95.7","91.4","4.3","92.9","-0.08","0.66"
