"","Date","Umpire","Home","Away","R [H]","R [A]","PC","IC","xIC","CC","xCC","CCAx","Acc","xAcc","AAx","Con","Fav [H]","totRI"
"","2024-08-22","Austin Jones","SD","NYM","3","8","162","12","11.7","150","150.3","-0.3","92.6","92.8","-0.2","88.9","0.26","1.6"
"","2024-08-22","Larry Vanover","PIT","CIN","7","0","156","17","12.5","139","143.5","-4.5","89.1","92","-2.9","89.7","-0.06","2.22"
"","2024-08-22","Erich Bacchus","OAK","TB","3","1","147","12","9.3","135","137.7","-2.7","91.8","93.7","-1.8","93.9","-0.28","1.32"
"","2024-08-22","Derek Thomas","NYY","CLE","6","0","173","7","7.8","166","165.2","0.8","96","95.5","0.5","93.6","0.53","0.75"
"","2024-08-22","John Libka","CHC","DET","10","2","145","7","9.5","138","135.5","2.5","95.2","93.4","1.7","93.8","0.14","0.54"
"","2024-08-22","Alex MacKay","BAL","HOU","0","6","159","5","9.9","154","149.1","4.9","96.9","93.8","3.1","97.5","0.98","1.12"
"","2024-08-22","Nestor Ceja","ATL","PHI","3","2","129","5","10.1","124","118.9","5.1","96.1","92.2","4","95.3","-0.12","0.48"
"","2024-08-21","Dan Merzel","WSH","COL","6","1","120","7","7.9","113","112.1","0.9","94.2","93.4","0.8","93.3","0.02","0.62"
"","2024-08-21","Mark Ripperger","TOR","CIN","7","11","197","11","9.6","186","187.4","-1.4","94.4","95.1","-0.7","95.4","0.2","1.44"
"","2024-08-21","Quinn Wolcott","TEX","PIT","1","0","129*","8*","6.2*","121*","122.8*","-1.8*","93.8*","95.2*","-1.4*","95.3*","1.43*","1.55*"
"","2024-08-21","Brian Walsh","STL","MIL","10","6","232","8","18.4","224","213.6","10.4","96.6","92.1","4.5","93.5","-2.44","3.64"
"","2024-08-21","Andy Fletcher","SF","CWS","2","6","127","10","9.1","117","117.9","-0.9","92.1","92.8","-0.7","94.5","0.35","0.87"
"","2024-08-21","Chad Whitson","SD","MIN","4","11","155","6","8.6","149","146.4","2.6","96.1","94.4","1.7","92.9","-0.35","0.97"
"","2024-08-21","Brock Ballou","OAK","TB","2","4","143","8","10.1","135","132.9","2.1","94.4","93","1.4","91.6","-1.29","1.63"
"","2024-08-21","Lance Barksdale","NYY","CLE","8","1","149","11","9.1","138","139.9","-1.9","92.6","93.9","-1.2","94","0.64","1.7"
"","2024-08-21","Marvin Hudson","NYM","BAL","4","3","151","21","12.7","130","138.3","-8.3","86.1","91.6","-5.5","88.1","-0.66","3.28"
"","2024-08-21","Gabe Morales","MIA","AZ","8","10","197","12","13","185","184","1","93.9","93.4","0.5","94.9","0.48","1.86"
"","2024-08-21","Jeremy Riggs","LAD","SEA","8","4","151","8","11.1","143","139.9","3.1","94.7","92.7","2","91.4","-0.11","1.01"
"","2024-08-21","Mike Estabrook","KC","LAA","3","0","133","14","9.7","119","123.3","-4.3","89.5","92.7","-3.3","91.7","0.9","2.12"
"","2024-08-21","David Rackley","HOU","BOS","1","4","167","12","8.5","155","158.5","-3.5","92.8","94.9","-2.1","94.6","0.46","1.44"
"","2024-08-21","Charlie Ramos","CHC","DET","2","8","154","9","8.8","145","145.2","-0.2","94.2","94.3","-0.1","94.2","-0.05","0.89"
"","2024-08-21","Cory Blaser","ATL","PHI","2","3","142","8","11","134","131","3","94.4","92.3","2.1","93.7","-0.84","1.3"
"","2024-08-20","Mark Carlson","WSH","COL","1","3","135","6","8.8","129","126.2","2.8","95.6","93.5","2.1","92.6","-0.49","0.89"
"","2024-08-20","Roberto Ortiz","TOR","CIN","10","3","120","10","7.9","110","112.1","-2.1","91.7","93.4","-1.8","90.8","0.02","1.04"
"","2024-08-20","Ramon De Jesus","TEX","PIT","0","4","113","4","6.7","109","106.3","2.7","96.5","94","2.4","97.3","0.24","0.48"
"","2024-08-20","Chad Fairchild","STL","MIL","2","3","141","8","9.5","133","131.5","1.5","94.3","93.2","1.1","95.7","-0.89","1.31"
"","2024-08-20","Mike Muchlinski","SF","CWS","4","1","147","7","7.1","140","139.9","0.1","95.2","95.1","0.1","95.2","-0.16","0.62"
"","2024-08-20","Malachi Moore","SD","MIN","7","5","128","5","6.6","123","121.4","1.6","96.1","94.8","1.3","94.5","0.73","0.97"
"","2024-08-20","Tripp Gibson","OAK","TB","0","1","92","10","4.4","82","87.6","-5.6","89.1","95.3","-6.1","91.3","-0.01","0.81"
"","2024-08-20","Scott Barry","NYY","CLE","5","9","248","18","11.7","230","236.3","-6.3","92.7","95.3","-2.5","93.5","0.48","3.62"
"","2024-08-20","Nick Mahrley","NYM","BAL","5","9","178","7","9.4","171","168.6","2.4","96.1","94.7","1.3","94.9","-0.06","1.6"
"","2024-08-20","Doug Eddings","MIA","AZ","1","3","154","10","9.5","144","144.5","-0.5","93.5","93.8","-0.3","94.2","0.53","1.35"
"","2024-08-20","CB Bucknor","LAD","SEA","6","3","181","17","10.2","164","170.8","-6.8","90.6","94.4","-3.8","92.3","-0.55","2.47"
"","2024-08-20","Tom Hanahan","KC","LAA","5","9","171","13","15","158","156","2","92.4","91.2","1.2","92.4","-1.29","2.07"
"","2024-08-20","Nate Tomlinson","HOU","BOS","5","6","151","5","11.6","146","139.4","6.6","96.7","92.3","4.4","93.4","-0.19","0.99"
"","2024-08-20","D.J. Reyburn","CHC","DET","3","1","146","8","10.2","138","135.8","2.2","94.5","93","1.5","93.8","-0.5","1.68"
"","2024-08-20","Todd Tichenor","ATL","PHI","3","1","152","5","7.7","147","144.3","2.7","96.7","94.9","1.8","97.4","-0.5","0.96"
"","2024-08-19","Lance Barrett","TOR","CIN","3","6","150","8","9.7","142","140.3","1.7","94.7","93.6","1.1","94","-0.2","1.1"
"","2024-08-19","John Bacon","TEX","PIT","4","3","136","16","12","120","124","-4","88.2","91.2","-2.9","91.9","0.36","1.48"
"","2024-08-19","Jansen Visconti","SF","CWS","5","3","142","6","8.9","136","133.1","2.9","95.8","93.7","2.1","91.5","0.04","0.66"
"","2024-08-19","Bill Miller","SD","MIN","5","3","129","10","8","119","121","-2","92.2","93.8","-1.6","95.3","0.2","0.9"
"","2024-08-19","Laz Diaz","OAK","TB","3","0","145","18","12.2","127","132.8","-5.8","87.6","91.6","-4","89.7","-0.53","1.91"
"","2024-08-19","John Tumpane","NYM","BAL","4","3","156","7","10.4","149","145.6","3.4","95.5","93.3","2.2","93.6","-0.17","1.19"
"","2024-08-19","Paul Clemons","MIA","AZ","6","9","156","3","9.8","153","146.2","6.8","98.1","93.7","4.4","93.6","-0.18","0.36"
"","2024-08-19","Dan Iassogna","LAD","SEA","3","0","132","6","9.3","126","122.7","3.3","95.5","92.9","2.5","93.9","-0.14","0.7"
"","2024-08-19","Vic Carapazza","KC","LAA","5","3","134*","7*","7.8*","127*","126.2*","0.8*","94.8*","94.1*","0.6*","94.8*","-0.66*","1.02*"
"","2024-08-19","Chris Segal","HOU","BOS","5","4","132","12","7.6","120","124.4","-4.4","90.9","94.3","-3.4","91.7","0.04","1.48"
"","2024-08-18","Ryan Additon","TEX","MIN","6","5","144","8","9","136","135","1","94.4","93.7","0.7","92.4","0.74","1.44"
"","2024-08-18","Dan Bellino","TB","AZ","8","7","190","16","12.7","174","177.3","-3.3","91.6","93.3","-1.7","91.6","-0.14","2.16"
"","2024-08-18","Adam Hamari","STL","LAD","1","2","145","2","8.8","143","136.2","6.8","98.6","94","4.7","97.2","-0.1","0.1"
"","2024-08-18","Stu Scheurwater","PIT","SEA","3","10","154","14","12.6","140","141.4","-1.4","90.9","91.8","-0.9","90.9","0.21","1.87"
"","2024-08-18","Austin Jones","PHI","WSH","4","6","152","9","9.1","143","142.9","0.1","94.1","94","0","94.1","0.09","1.05"
"","2024-08-18","Emil Jimenez","OAK","SF","2","4","156","14","8.8","142","147.2","-5.2","91","94.4","-3.3","91","0.2","1.58"
"","2024-08-18","David Arrieta","NYM","MIA","2","3","158","12","10.4","146","147.6","-1.6","92.4","93.4","-1","91.1","-0.85","1.51"
"","2024-08-18","Chris Conroy","MIL","CLE","2","0","120","3","6.6","117","113.4","3.6","97.5","94.5","3","93.3","-0.06","0.16"
"","2024-08-18","Rob Drake","LAA","ATL","1","3","125","12","9.3","113","115.7","-2.7","90.4","92.6","-2.2","92.8","-0.05","1.31"
"","2024-08-18","Erich Bacchus","HOU","CWS","2","0","111","9","6.3","102","104.7","-2.7","91.9","94.3","-2.4","94.6","-0.36","0.7"
"","2024-08-18","Manny Gonzalez","DET","NYY","3","2","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
"","2024-08-18","Adam Beck","COL","SD","3","2","136","5","7","131","129","2","96.3","94.9","1.5","94.9","0.84","1.36"
"","2024-08-18","Will Little","CIN","KC","1","8","147","5","4.8","142","142.2","-0.2","96.6","96.8","-0.2","97.3","0.33","0.51"
"","2024-08-18","Jim Wolf","CHC","TOR","0","1","134","6","8.6","128","125.4","2.6","95.5","93.6","2","91.8","-0.59","0.69"
"","2024-08-18","Quinn Wolcott","BAL","BOS","4","2","132","3","6.5","129","125.5","3.5","97.7","95.1","2.7","97.7","0.06","0.16"
"","2024-08-17","Gabe Morales","TEX","MIN","2","5","126","3","5.7","123","120.3","2.7","97.6","95.4","2.2","97.6","-0.08","0.5"
"","2024-08-17","Phil Cuzzi","TB","AZ","6","1","158","7","9.9","151","148.1","2.9","95.6","93.7","1.8","91.1","0.26","0.9"
"","2024-08-17","Tom Hanahan","STL","LAD","5","2","139","4","7.2","135","131.8","3.2","97.1","94.8","2.3","96.4","0.59","0.59"
"","2024-08-17","Jordan Baker","PIT","SEA","7","2","135","4","7.7","131","127.3","3.7","97","94.3","2.7","94.1","0.14","0.46"
"","2024-08-17","Alfonso Márquez","PHI","WSH","5","1","108","8","6.8","100","101.2","-1.2","92.6","93.7","-1.1","90.7","-0.16","0.94"
"","2024-08-17","Alex Tosi","OAK","SF","2","0","168","5","11.2","163","156.8","6.2","97","93.3","3.7","92.3","0.95","1.63"
"","2024-08-17","Jeremie Rehak","NYM","MIA","4","0","138","5","6.1","133","131.9","1.1","96.4","95.6","0.8","96.4","0.09","0.89"
"","2024-08-17","Brennan Miller","MIL","CLE","2","1","127","9","6","118","121","-3","92.9","95.2","-2.3","97.6","-0.85","0.91"
"","2024-08-17","John Libka","LAA","ATL","3","11","166","8","8.9","158","157.1","0.9","95.2","94.7","0.5","94","-0.01","1.01"
"","2024-08-17","Mike Estabrook","HOU","CWS","6","1","146","13","8.5","133","137.5","-4.5","91.1","94.2","-3.1","93.8","0.45","2.29"
"","2024-08-17","Nestor Ceja","DET","NYY","4","0","158","9","12.4","149","145.6","3.4","94.3","92.1","2.2","92.4","-0.16","1.22"
"","2024-08-17","Jeremy Riggs","COL","SD","3","8","146","5","9.4","141","136.6","4.4","96.6","93.6","3","95.2","0.18","0.28"
"","2024-08-17","Derek Thomas","CIN","KC","1","13","165","9","8.1","156","156.9","-0.9","94.5","95.1","-0.6","95.8","0.21","1.11"
"","2024-08-17","Ryan Blakney","CHC","TOR","3","2","152","14","10.5","138","141.5","-3.5","90.8","93.1","-2.3","91.4","-1.28","2.4"
"","2024-08-17","Ben May","BAL","BOS","1","5","141","4","5.2","137","135.8","1.2","97.2","96.3","0.9","96.5","0.01","0.37"
"","2024-08-16","Doug Eddings","TEX","MIN","3","4","144","5","6","139","138","1","96.5","95.8","0.7","95.1","0","0.4"
"","2024-08-16","Tony Randazzo","TB","AZ","5","4","146","5","6.9","141","139.1","1.9","96.6","95.3","1.3","95.2","0.06","0.7"
"","2024-08-16","Vic Carapazza","STL","LAD","6","7","158","7","10","151","148","3","95.6","93.7","1.9","95.6","0.65","1.09"
"","2024-08-16","Dan Merzel","PIT","SEA","5","3","148","4","6.9","144","141.1","2.9","97.3","95.3","2","94.6","-0.22","0.44"
"","2024-08-16","Mark Ripperger","PHI","WSH","3","2","150","7","10.9","143","139.1","3.9","95.3","92.7","2.6","94","0.16","0.76"
"","2024-08-16","Clint Vondrak","NYM","MIA","7","3","151","10","10.2","141","140.8","0.2","93.4","93.2","0.1","92.1","0.18","0.98"
"","2024-08-16","Alex MacKay","MIL","CLE","5","3","150","8","7.1","142","142.9","-0.9","94.7","95.2","-0.6","94","0.41","0.73"
"","2024-08-16","Charlie Ramos","LAA","ATL","3","2","168","8","10","160","158","2","95.2","94.1","1.2","95.2","-0.32","1.04"
"","2024-08-16","Tripp Gibson","HOU","CWS","4","5","144","9","10.4","135","133.6","1.4","93.8","92.8","1","93.8","0.33","0.87"
"","2024-08-16","Cory Blaser","DET","NYY","0","3","149","9","11.1","140","137.9","2.1","94","92.6","1.4","90.6","-0.73","1.05"
"","2024-08-16","CB Bucknor","COL","SD","7","3","155","9","9.5","146","145.5","0.5","94.2","93.9","0.3","92.9","-0.9","0.96"
"","2024-08-16","Lance Barksdale","CIN","KC","1","7","123","6","6","117","117","0","95.1","95.1","0","95.9","0.21","0.49"
"","2024-08-16","Sean Barber","CHC","TOR","6","5","156","15","12.2","141","143.8","-2.8","90.4","92.2","-1.8","86.5","-0.43","2.69"
"","2024-08-16","Ryan Wills","BAL","BOS","10","12","179","13","11.9","166","167.1","-1.1","92.7","93.4","-0.6","92.2","-0.1","1.12"
"","2024-08-15","Paul Clemons","TEX","MIN","2","3","152","9","9","143","143","0","94.1","94","0","94.1","-0.38","0.82"
"","2024-08-15","Dan Iassogna","SF","ATL","6","0","156","12","12.2","144","143.8","0.2","92.3","92.2","0.1","93.6","0.5","1.36"
"","2024-08-15","Roberto Ortiz","PHI","WSH","13","3","151","8","11.6","143","139.4","3.6","94.7","92.3","2.4","90.7","-0.11","0.59"
"","2024-08-15","Scott Barry","NYM","OAK","6","7","226","12","13.2","214","212.8","1.2","94.7","94.2","0.5","94.2","-0.14","1.88"
"","2024-08-15","John Bacon","MIL","LAD","6","4","144","7","10","137","134","3","95.1","93","2.1","93.1","0.46","1.16"
"","2024-08-15","Edwin Moscoso","DET","SEA","2","1","134","10","7.4","124","126.6","-2.6","92.5","94.5","-1.9","94","-0.02","1.36"
"","2024-08-15","Brian Walsh","BAL","BOS","5","1","125","11","7.3","114","117.7","-3.7","91.2","94.1","-2.9","96","0.86","1.54"
"","2024-08-14","Alan Porter","TB","HOU","1","2","139","10","8.5","129","130.5","-1.5","92.8","93.9","-1.1","95","0.37","0.83"
"","2024-08-14","Adam Beck","SF","ATL","2","13","164","7","7.7","157","156.3","0.7","95.7","95.3","0.4","96.3","-0.08","0.8"
"","2024-08-14","James Hoye","SD","PIT","8","2","153","13","10.1","140","142.9","-2.9","91.5","93.4","-1.9","92.2","0.09","2.65"
"","2024-08-14","Chris Conroy","PHI","MIA","9","5","171","9","9.6","162","161.4","0.6","94.7","94.4","0.3","93.6","0.97","1.51"
"","2024-08-14","Will Little","NYM","OAK","9","1","144","3","9","141","135","6","97.9","93.7","4.2","95.1","0.38","0.38"
"","2024-08-14","Carlos Torres","MIN","KC","1","4","145","4","9.2","141","135.8","5.2","97.2","93.7","3.6","94.5","-0.23","0.51"
"","2024-08-14","David Rackley","MIL","LAD","5","4","175","11","11.1","164","163.9","0.1","93.7","93.6","0.1","91.4","0.6","2.04"
"","2024-08-14","Todd Tichenor","LAA","TOR","2","9","135","7","9.6","128","125.4","2.6","94.8","92.9","1.9","90.4","0.26","0.78"
"","2024-08-14","Adam Hamari","DET","SEA","3","2","158","2","8.8","156","149.2","6.8","98.7","94.4","4.3","94.9","-0.21","0.21"
"","2024-08-14","Ryan Additon","CWS","NYY","2","10","172","15","11.4","157","160.6","-3.6","91.3","93.4","-2.1","89","-0.94","1.82"
"","2024-08-14","Austin Jones","CLE","CHC","6","1","142","11","10.6","131","131.4","-0.4","92.3","92.5","-0.3","91.5","0.24","1.26"
"","2024-08-14","Emil Jimenez","CIN","STL","9","2","157","17","11.1","140","145.9","-5.9","89.2","92.9","-3.7","88.5","-1.37","2.85"
"","2024-08-14","Laz Diaz","BOS","TEX","7","9","154","6","7.5","148","146.5","1.5","96.1","95.1","1","93.5","-0.26","0.62"
"","2024-08-14","Dan Bellino","BAL","WSH","4","1","128","6","7.6","122","120.4","1.6","95.3","94.1","1.2","91.4","-0.36","0.56"
"","2024-08-14","Mark Wegner","AZ","COL","11","4","174","13","11.3","161","162.7","-1.7","92.5","93.5","-1","90.2","-0.08","2.04"
"","2024-08-13","Jim Wolf","TB","HOU","2","3","128","4","6.8","124","121.2","2.8","96.9","94.7","2.2","96.1","-0.01","0.31"
"","2024-08-13","Jeremy Riggs","SF","ATL","3","4","161","5","8.2","156","152.8","3.2","96.9","94.9","2","96.9","0.77","0.77"
"","2024-08-13","Rob Drake","SD","PIT","3","0","144","8","8.3","136","135.7","0.3","94.4","94.2","0.2","95.1","-0.47","1.15"
"","2024-08-13","Brennan Miller","PHI","MIA","0","5","149","10","12.2","139","136.8","2.2","93.3","91.8","1.5","94.6","0.53","1.53"
"","2024-08-13","Derek Thomas","NYM","OAK","4","9","173","2","10.6","171","162.4","8.6","98.8","93.9","5","96","0.23","0.23"
"","2024-08-13","Ben May","MIN","KC","13","3","149","11","12.2","138","136.8","1.2","92.6","91.8","0.8","88.6","0.25","0.95"
"","2024-08-13","Chris Segal","MIL","LAD","2","7","143","10","10","133","133","0","93","93","0","93","-0.23","0.77"
"","2024-08-13","Manny Gonzalez","LAA","TOR","1","6","160","8","8.9","152","151.1","0.9","95","94.4","0.6","93.1","0.23","0.99"
"","2024-08-13","Tom Hanahan","DET","SEA","15","1","148","7","10.9","141","137.1","3.9","95.3","92.6","2.6","95.9","0.26","1.06"
"","2024-08-13","Gabe Morales","CWS","NYY","1","4","174","1","6.3","173","167.7","5.3","99.4","96.4","3","96.6","-0.04","0.04"
"","2024-08-13","Alfonso Márquez","CLE","CHC","2","1","154","14","12.6","140","141.4","-1.4","90.9","91.8","-0.9","88.3","-0.21","1.87"
"","2024-08-13","Mark Carlson","CIN","STL","4","1","115","8","10.6","107","104.4","2.6","93","90.8","2.3","91.3","-0.15","0.57"
"","2024-08-13","Erich Bacchus","BOS","TEX","9","4","138","8","6.2","130","131.8","-1.8","94.2","95.5","-1.3","93.5","-0.02","2.12"
"","2024-08-13","Alex Tosi","BAL","WSH","3","9","145","7","8.8","138","136.2","1.8","95.2","93.9","1.2","95.9","-0.2","0.7"
"","2024-08-13","Bruce Dreckman","AZ","COL","4","3","141","7","7.4","134","133.6","0.4","95","94.8","0.3","93.6","0.39","0.77"
"","2024-08-12","Ryan Blakney","TB","HOU","1","6","157","4","9.3","153","147.7","5.3","97.5","94.1","3.4","97.5","-0.6","1.26"
"","2024-08-12","CB Bucknor","SF","ATL","0","1","151","17","10.8","134","140.2","-6.2","88.7","92.8","-4.1","91.4","1.29","2.01"
"","2024-08-12","John Libka","SD","PIT","2","1","132","9","11","123","121","2","93.2","91.6","1.5","90.9","-0.18","0.78"
"","2024-08-12","Ryan Wills","MIN","KC","8","3","126","4","8.8","122","117.2","4.8","96.8","93","3.8","96","0.14","0.38"
"","2024-08-12","Nate Tomlinson","MIL","LAD","2","5","159","5","10.9","154","148.1","5.9","96.9","93.1","3.7","91.2","0.56","0.56"
"","2024-08-12","Nestor Ceja","LAA","TOR","2","4","138","7","10","131","128","3","94.9","92.8","2.2","92.8","0.27","0.65"
"","2024-08-12","Doug Eddings","CWS","NYY","12","2","191","12","9.5","179","181.5","-2.5","93.7","95","-1.3","89","-0.84","2.14"
"","2024-08-12","Mark Ripperger","CLE","CHC","9","8","157","6","8.8","151","148.2","2.8","96.2","94.4","1.8","96.2","0.98","1.18"
"","2024-08-12","Stu Scheurwater","CIN","STL","6","1","126","9","9.9","117","116.1","0.9","92.9","92.2","0.7","93.7","0.4","0.94"
"","2024-08-12","Mike Estabrook","BOS","TEX","5","4","177","8","8.7","169","168.3","0.7","95.5","95.1","0.4","92.1","1.59","1.75"
"","2024-08-12","Jeremie Rehak","AZ","COL","5","4","137","7","7.5","130","129.5","0.5","94.9","94.5","0.4","96.4","0.4","0.72"
"","2024-08-10","Marvin Hudson","WSH","LAA","5","4","147","9","7.6","138","139.4","-1.4","93.9","94.8","-1","94.6","0.25","1.05"
"","2024-08-10","John Bacon","TOR","OAK","0","1","130","7","7","123","123","0","94.6","94.6","0","97.7","-0.55","1.03"
"","2024-08-10","Carlos Torres","TB","BAL","5","7","169","11","12","158","157","1","93.5","92.9","0.6","95.9","0.35","1.61"
"","2024-08-10","James Hoye","SF","DET","3","1","158","8","12","150","146","4","94.9","92.4","2.6","92.4","0.31","0.99"
"","2024-08-10","Todd Tichenor","SEA","NYM","4","0","148","10","9.9","138","138.1","-0.1","93.2","93.3","-0.1","91.9","-1.16","1.82"
"","2024-08-10","Adam Hamari","NYY","TEX","8","0","180","5","11.4","175","168.6","6.4","97.2","93.6","3.6","95.6","0.44","0.62"
"","2024-08-10","Edwin Moscoso","NYY","TEX","4","9","149","5","7.8","144","141.2","2.8","96.6","94.7","1.9","98","0.05","0.43"
"","2024-08-10","Alan Porter","MIN","CLE","1","2","99","3","5.6","96","93.4","2.6","97","94.4","2.6","97","0.17","0.23"
"","2024-08-10","Tony Randazzo","MIL","CIN","1","0","132","5","7","127","125","2","96.2","94.7","1.5","94.7","0.13","0.25"
"","2024-08-10","Malachi Moore","MIA","SD","8","9","198","12","11.8","186","186.2","-0.2","93.9","94","-0.1","94.9","-0.27","1.17"
"","2024-08-10","Brian O'Nora","LAD","PIT","4","1","138","14","10.4","124","127.6","-3.6","89.9","92.5","-2.6","92","0.45","1.47"
"","2024-08-10","Roberto Ortiz","KC","STL","8","3","148","9","10.4","139","137.6","1.4","93.9","93","1","95.3","-0.02","1.06"
"","2024-08-10","David Rackley","CWS","CHC","1","3","161","13","10.9","148","150.1","-2.1","91.9","93.2","-1.3","91.9","0.4","1.72"
"","2024-08-10","Ramon De Jesus","COL","ATL","8","11","193","13","12.5","180","180.5","-0.5","93.3","93.5","-0.2","91.7","0.64","2.72"
"","2024-08-10","Dan Merzel","BOS","HOU","4","5","137","12","10.9","125","126.1","-1.1","91.2","92","-0.8","92","-0.27","0.85"
"","2024-08-10","Nic Lentz","AZ","PHI","11","1","165","15","11.6","150","153.4","-3.4","90.9","93","-2.1","91.5","-0.09","2.11"
"","2024-08-09","Nick Mahrley","WSH","LAA","3","2","149","4","9.6","145","139.4","5.6","97.3","93.6","3.7","96","0.4","0.56"
"","2024-08-09","Mike Muchlinski","TOR","OAK","3","1","120","9","8.8","111","111.2","-0.2","92.5","92.6","-0.1","91.7","0.36","1.24"
"","2024-08-09","Chad Fairchild","TB","BAL","1","4","144","8","7.5","136","136.5","-0.5","94.4","94.8","-0.3","93.1","-1.01","1.79"
"","2024-08-09","Rob Drake","SF","DET","3","2","158","13","9.1","145","148.9","-3.9","91.8","94.2","-2.5","94.3","2.01","2.01"
"","2024-08-09","Manny Gonzalez","SEA","NYM","6","0","151","14","14.1","137","136.9","0.1","90.7","90.6","0.1","90.7","-0.55","2.29"
"","2024-08-09","Ryan Blakney","MIN","CLE","4","2","140","6","8.2","134","131.8","2.2","95.7","94.2","1.5","95.7","0.04","0.58"
"","2024-08-09","Jim Wolf","MIN","CLE","6","3","122","13","10.6","109","111.4","-2.4","89.3","91.3","-1.9","92.6","0.56","1.48"
"","2024-08-09","Dan Bellino","MIL","CIN","8","3","142","9","11.5","133","130.5","2.5","93.7","91.9","1.8","88","-0.85","1.47"
"","2024-08-09","Scott Barry","MIA","SD","2","6","136","8","6.7","128","129.3","-1.3","94.1","95.1","-1","94.9","-0.47","0.95"
"","2024-08-09","Alex MacKay","LAD","PIT","9","5","170","12","12.3","158","157.7","0.3","92.9","92.7","0.2","93.5","0.26","1.1"
"","2024-08-09","Lance Barrett","KC","STL","5","8","172","15","12","157","160","-3","91.3","93","-1.7","91.9","0.62","2.26"
"","2024-08-09","Chris Segal","CWS","CHC","6","7","151","9","11.6","142","139.4","2.6","94","92.4","1.7","94","0.11","1.05"
"","2024-08-09","Jonathan Parra","COL","ATL","6","5","148","10","11.9","138","136.1","1.9","93.2","92","1.3","93.2","-0.18","1.2"
"","2024-08-09","Mark Carlson","BOS","HOU","4","8","183","6","9.4","177","173.6","3.4","96.7","94.9","1.9","94","-0.38","0.86"
"","2024-08-09","Will Little","AZ","PHI","3","2","114","7","6.6","107","107.4","-0.4","93.9","94.2","-0.3","95.6","-0.05","1.25"
"","2024-08-08","Stu Scheurwater","WSH","SF","5","9","186","8","10.5","178","175.5","2.5","95.7","94.4","1.3","93","0.57","1.85"
"","2024-08-08","Nate Tomlinson","TOR","BAL","7","6","140","8","8.5","132","131.5","0.5","94.3","93.9","0.4","95","0.62","1.16"
"","2024-08-08","Nestor Ceja","STL","TB","4","6","139","8","9.6","131","129.4","1.6","94.2","93.1","1.2","90.6","-0.51","0.99"
"","2024-08-08","Chris Conroy","SEA","DET","4","3","126","7","10.2","119","115.8","3.2","94.4","91.9","2.5","93.7","0.56","1.08"
"","2024-08-08","Jansen Visconti","PIT","SD","6","7","169","10","10.6","159","158.4","0.6","94.1","93.7","0.3","95.9","0.27","0.79"
"","2024-08-08","Quinn Wolcott","NYY","LAA","4","9","152","10","9.3","142","142.7","-0.7","93.4","93.9","-0.5","96.7","0.3","1.2"
"","2024-08-08","Bill Miller","MIA","CIN","4","10","192","12","12.5","180","179.5","0.5","93.8","93.5","0.2","95.8","-1.69","3.73"
"","2024-08-08","Alfonso Márquez","COL","NYM","1","9","159","8","9.1","151","149.9","1.1","95","94.3","0.7","92.5","0.19","0.91"
"","2024-08-08","Derek Thomas","AZ","PHI","4","6","150","11","10","139","140","-1","92.7","93.3","-0.7","93.3","1.27","2.13"
"","2024-08-08","Ryan Wills","ATL","MIL","7","16","213","11","11","202","202","0","94.8","94.9","0","93.4","-0.02","0.88"
"","2024-08-07","Jordan Baker","WSH","SF","4","7","139","5","8.2","134","130.8","3.2","96.4","94.1","2.3","95","-1.11","1.11"
"","2024-08-07","Larry Vanover","TOR","BAL","3","7","140","15","9.1","125","130.9","-5.9","89.3","93.5","-4.2","93.6","0.76","1.56"
"","2024-08-07","Lance Barksdale","TEX","HOU","4","6","160","9","12.3","151","147.7","3.3","94.4","92.3","2.1","90","0.35","1.29"
"","2024-08-07","Cory Blaser","STL","TB","5","2","153","11","14.9","142","138.1","3.9","92.8","90.3","2.5","88.9","-0.27","1.73"
"","2024-08-07","Shane Livensparger","SEA","DET","2","6","154","12","10.2","142","143.8","-1.8","92.2","93.4","-1.2","92.2","-0.3","1.72"
"","2024-08-07","Andy Fletcher","PIT","SD","8","9","213","17","14.6","196","198.4","-2.4","92","93.2","-1.1","92","0.52","3.46"
"","2024-08-07","Tom Hanahan","OAK","CWS","3","2","131","6","10.6","125","120.4","4.6","95.4","91.9","3.5","93.9","0.27","1.01"
"","2024-08-07","Ramon De Jesus","NYY","LAA","5","2","197","10","9.8","187","187.2","-0.2","94.9","95","-0.1","94.9","-0.01","0.87"
"","2024-08-07","Junior Valentine","NYY","LAA","2","8","167","8","8.7","159","158.3","0.7","95.2","94.8","0.4","94.6","0.68","1.82"
"","2024-08-07","Sean Barber","MIA","CIN","6","4","156","7","7.7","149","148.3","0.7","95.5","95.1","0.4","91.7","1.56","1.62"
"","2024-08-07","Brock Ballou","LAD","PHI","4","9","147","10","6.6","137","140.4","-3.4","93.2","95.5","-2.3","95.9","0.35","1.35"
"","2024-08-07","Edwin Jimenez","KC","BOS","8","4","146","12","10.9","134","135.1","-1.1","91.8","92.5","-0.8","91.1","0.32","1.64"
"","2024-08-07","James Jean","COL","NYM","3","5","162","17","13.3","145","148.7","-3.7","89.5","91.8","-2.3","90.7","-1.2","2.9"
"","2024-08-07","John Tumpane","CLE","AZ","3","7","165","11","9.5","154","155.5","-1.5","93.3","94.2","-0.9","92.7","0.21","1.09"
