game_date,home_team,away_team,catcher_id,Name,MLBAMID,Team,STD_POS
2024-10-30,NYY,LAD,669257,Will Smith,669257,LAD,C
2024-10-30,NYY,LAD,669224,Austin Wells,669224,NYY,C
2024-10-29,NYY,LAD,669224,Austin Wells,669224,NYY,C
2024-10-29,NYY,LAD,669257,Will Smith,669257,LAD,C
2024-10-28,NYY,LAD,669257,Will Smith,669257,LAD,C
2024-10-28,NYY,LAD,669224,Austin Wells,669224,NYY,C
2024-10-28,NYY,LAD,624431,Jose Trevino,624431,NYY,C
2024-10-26,LAD,NYY,669257,Will Smith,669257,LAD,C
2024-10-26,LAD,NYY,669224,Austin Wells,669224,NYY,C
2024-10-25,LAD,NYY,669224,Austin Wells,669224,NYY,C
2024-10-25,LAD,NYY,669257,Will Smith,669257,LAD,C
2024-10-20,LAD,NYM,669257,Will Smith,669257,LAD,C
2024-10-20,LAD,NYM,682626,Francisco Alvarez,682626,NYM,C
2024-10-19,CLE,NYY,624431,Jose Trevino,624431,NYY,C
2024-10-19,CLE,NYY,666310,Bo Naylor,666310,CLE,C
2024-10-19,CLE,NYY,669224,Austin Wells,669224,NYY,C
2024-10-18,CLE,NYY,669224,Austin Wells,669224,NYY,C
2024-10-18,CLE,NYY,666310,Bo Naylor,666310,CLE,C
2024-10-18,CLE,NYY,595978,Austin Hedges,595978,CLE,C
2024-10-18,NYM,LAD,682626,Francisco Alvarez,682626,NYM,C
2024-10-18,NYM,LAD,605131,Austin Barnes,605131,LAD,C
2024-10-18,NYM,LAD,669257,Will Smith,669257,LAD,C
2024-10-17,CLE,NYY,669224,Austin Wells,669224,NYY,C
2024-10-17,CLE,NYY,666310,Bo Naylor,666310,CLE,C
2024-10-17,CLE,NYY,595978,Austin Hedges,595978,CLE,C
2024-10-17,CLE,NYY,624431,Jose Trevino,624431,NYY,C
2024-10-17,NYM,LAD,669257,Will Smith,669257,LAD,C
2024-10-17,NYM,LAD,620443,Luis Torrens,620443,NYM,C
2024-10-17,NYM,LAD,682626,Francisco Alvarez,682626,NYM,C
2024-10-16,NYM,LAD,669257,Will Smith,669257,LAD,C
2024-10-16,NYM,LAD,682626,Francisco Alvarez,682626,NYM,C
2024-10-15,NYY,CLE,669224,Austin Wells,669224,NYY,C
2024-10-15,NYY,CLE,595978,Austin Hedges,595978,CLE,C
2024-10-15,NYY,CLE,666310,Bo Naylor,666310,CLE,C
2024-10-14,NYY,CLE,669224,Austin Wells,669224,NYY,C
2024-10-14,NYY,CLE,595978,Austin Hedges,595978,CLE,C
2024-10-14,NYY,CLE,666310,Bo Naylor,666310,CLE,C
2024-10-14,LAD,NYM,682626,Francisco Alvarez,682626,NYM,C
2024-10-14,LAD,NYM,669257,Will Smith,669257,LAD,C
2024-10-13,LAD,NYM,669257,Will Smith,669257,LAD,C
2024-10-13,LAD,NYM,682626,Francisco Alvarez,682626,NYM,C
2024-10-12,CLE,DET,595978,Austin Hedges,595978,CLE,C
2024-10-12,CLE,DET,668670,Jake Rogers,668670,DET,C
2024-10-12,CLE,DET,666310,Bo Naylor,666310,CLE,C
2024-10-11,LAD,SD,669257,Will Smith,669257,LAD,C
2024-10-11,LAD,SD,543309,Kyle Higashioka,543309,SD,C
2024-10-10,KC,NYY,669224,Austin Wells,669224,NYY,C
2024-10-10,KC,NYY,521692,Salvador Perez,521692,KC,C/1B
2024-10-10,DET,CLE,595978,Austin Hedges,595978,CLE,C
2024-10-10,DET,CLE,668670,Jake Rogers,668670,DET,C
2024-10-10,DET,CLE,666310,Bo Naylor,666310,CLE,C
2024-10-09,KC,NYY,669224,Austin Wells,669224,NYY,C
2024-10-09,KC,NYY,521692,Salvador Perez,521692,KC,C/1B
2024-10-09,DET,CLE,668670,Jake Rogers,668670,DET,C
2024-10-09,DET,CLE,595978,Austin Hedges,595978,CLE,C
2024-10-09,DET,CLE,666310,Bo Naylor,666310,CLE,C
2024-10-09,SD,LAD,669257,Will Smith,669257,LAD,C
2024-10-09,SD,LAD,543309,Kyle Higashioka,543309,SD,C
2024-10-09,NYM,PHI,682626,Francisco Alvarez,682626,NYM,C
2024-10-09,NYM,PHI,592663,J.T. Realmuto,592663,PHI,C
2024-10-08,SD,LAD,543309,Kyle Higashioka,543309,SD,C
2024-10-08,SD,LAD,669257,Will Smith,669257,LAD,C
2024-10-08,NYM,PHI,682626,Francisco Alvarez,682626,NYM,C
2024-10-08,NYM,PHI,592663,J.T. Realmuto,592663,PHI,C
2024-10-07,NYY,KC,521692,Salvador Perez,521692,KC,C/1B
2024-10-07,NYY,KC,669224,Austin Wells,669224,NYY,C
2024-10-07,CLE,DET,668670,Jake Rogers,668670,DET,C
2024-10-07,CLE,DET,666310,Bo Naylor,666310,CLE,C
2024-10-07,CLE,DET,595978,Austin Hedges,595978,CLE,C
2024-10-06,LAD,SD,543309,Kyle Higashioka,543309,SD,C
2024-10-06,LAD,SD,669257,Will Smith,669257,LAD,C
2024-10-06,PHI,NYM,682626,Francisco Alvarez,682626,NYM,C
2024-10-06,PHI,NYM,592663,J.T. Realmuto,592663,PHI,C
2024-10-05,NYY,KC,669224,Austin Wells,669224,NYY,C
2024-10-05,NYY,KC,521692,Salvador Perez,521692,KC,C/1B
2024-10-05,CLE,DET,666310,Bo Naylor,666310,CLE,C
2024-10-05,CLE,DET,668670,Jake Rogers,668670,DET,C
2024-10-05,LAD,SD,669257,Will Smith,669257,LAD,C
2024-10-05,LAD,SD,553869,Elias Diaz,553869,SD,C
2024-10-05,LAD,SD,543309,Kyle Higashioka,543309,SD,C
2024-10-05,PHI,NYM,620443,Luis Torrens,620443,NYM,C
2024-10-05,PHI,NYM,592663,J.T. Realmuto,592663,PHI,C
2024-10-05,PHI,NYM,682626,Francisco Alvarez,682626,NYM,C
2024-10-03,MIL,NYM,682626,Francisco Alvarez,682626,NYM,C
2024-10-03,MIL,NYM,596142,Gary Sanchez,596142,MIL,C
2024-10-02,HOU,DET,668670,Jake Rogers,668670,DET,C
2024-10-02,HOU,DET,673237,Yainer Diaz,673237,HOU,C
2024-10-02,BAL,KC,521692,Salvador Perez,521692,KC,C/1B
2024-10-02,BAL,KC,668939,Adley Rutschman,668939,BAL,C
2024-10-02,MIL,NYM,661388,William Contreras,661388,MIL,C
2024-10-02,MIL,NYM,682626,Francisco Alvarez,682626,NYM,C
2024-10-02,SD,ATL,543309,Kyle Higashioka,543309,SD,C
2024-10-02,SD,ATL,669221,Sean Murphy,669221,ATL,C
2024-10-01,HOU,DET,668670,Jake Rogers,668670,DET,C
2024-10-01,HOU,DET,673237,Yainer Diaz,673237,HOU,C
2024-10-01,BAL,KC,521692,Salvador Perez,521692,KC,C/1B
2024-10-01,BAL,KC,668939,Adley Rutschman,668939,BAL,C
2024-10-01,BAL,KC,543510,James McCann,543510,BAL,C
2024-10-01,MIL,NYM,682626,Francisco Alvarez,682626,NYM,C
2024-10-01,MIL,NYM,661388,William Contreras,661388,MIL,C
2024-10-01,SD,ATL,543309,Kyle Higashioka,543309,SD,C
2024-10-01,SD,ATL,518595,Travis d’Arnaud,518595,ATL,C
2024-09-30,ATL,NYM,682626,Francisco Alvarez,682626,NYM,C
2024-09-30,ATL,NYM,518595,Travis d’Arnaud,518595,ATL,C
2024-09-30,ATL,NYM,669221,Sean Murphy,669221,ATL,C
2024-09-30,ATL,NYM,620443,Luis Torrens,620443,NYM,C
2024-09-29,AZ,SD,672515,Gabriel Moreno,672515,ARI,C
2024-09-29,AZ,SD,553869,Elias Diaz,553869,SD,C
2024-09-29,ATL,KC,666023,Freddy Fermin,666023,KC,C
2024-09-29,ATL,KC,669221,Sean Murphy,669221,ATL,C
2024-09-29,BOS,TB,657136,Connor Wong,657136,BOS,C/1B
2024-09-29,CHC,CIN,663886,Tyler Stephenson,663886,CIN,C
2024-09-29,CHC,CIN,542194,Christian Bethancourt,542194,CHC,C
2024-09-29,CHC,CIN,571912,Luke Maile,571912,CIN,C
2024-09-29,COL,LAD,605131,Austin Barnes,605131,LAD,C
2024-09-29,COL,LAD,691011,Drew Romo,691011,COL,C
2024-09-29,DET,CWS,686676,Korey Lee,686676,CHW,C
2024-09-29,DET,CWS,668670,Jake Rogers,668670,DET,C
2024-09-29,LAA,TEX,641680,Jonah Heim,641680,TEX,C
2024-09-29,LAA,TEX,642136,Matt Thaiss,642136,LAA,C
2024-09-29,MIL,NYM,620443,Luis Torrens,620443,NYM,C
2024-09-29,MIL,NYM,606992,Eric Haase,606992,MIL,C/OF
2024-09-29,MIL,NYM,682626,Francisco Alvarez,682626,NYM,C
2024-09-29,MIN,BAL,543510,James McCann,543510,BAL,C
2024-09-29,MIN,BAL,543877,Christian Vazquez,543877,MIN,C
2024-09-29,NYY,PIT,624431,Jose Trevino,624431,NYY,C
2024-09-29,NYY,PIT,663698,Joey Bart,663698,PIT,C
2024-09-29,SF,STL,686780,Pedro Pages,686780,STL,C
2024-09-29,SF,STL,592200,Curt Casali,592200,SF,C
2024-09-29,SEA,OAK,641598,Mitch Garver,641598,SEA,C
2024-09-29,SEA,OAK,668832,Kyle McCann,668832,OAK,C
2024-09-29,SEA,OAK,663728,Cal Raleigh,663728,SEA,C
2024-09-29,TOR,MIA,663743,Nick Fortes,663743,MIA,C
2024-09-29,TOR,MIA,623168,Tyler Heineman,623168,TOR,C
2024-09-29,WSH,PHI,596117,Garrett Stubbs,596117,PHI,C
2024-09-29,WSH,PHI,686452,Drew Millas,686452,WSH,C
2024-09-28,AZ,SD,543309,Kyle Higashioka,543309,SD,C
2024-09-28,AZ,SD,672515,Gabriel Moreno,672515,ARI,C
2024-09-28,ATL,KC,666023,Freddy Fermin,666023,KC,C
2024-09-28,ATL,KC,518595,Travis d’Arnaud,518595,ATL,C
2024-09-28,BOS,TB,666163,Ben Rortvedt,666163,TB,C
2024-09-28,BOS,TB,643376,Danny Jansen,643376,BOS,C
2024-09-28,CHC,CIN,665804,Miguel Amaya,665804,CHC,C
2024-09-28,CHC,CIN,663886,Tyler Stephenson,663886,CIN,C
2024-09-28,CLE,HOU,605170,Victor Caratini,605170,HOU,C
2024-09-28,CLE,HOU,666310,Bo Naylor,666310,CLE,C
2024-09-28,COL,LAD,669257,Will Smith,669257,LAD,C
2024-09-28,COL,LAD,691011,Drew Romo,691011,COL,C
2024-09-28,COL,LAD,696100,Hunter Goodman,696100,COL,C/OF
2024-09-28,DET,CWS,642020,Chuckie Robinson,642020,CHW,C
2024-09-28,DET,CWS,693307,Dillon Dingler,693307,DET,C
2024-09-28,LAA,TEX,608348,Carson Kelly,608348,TEX,C
2024-09-28,LAA,TEX,681351,Logan O’Hoppe,681351,LAA,C
2024-09-28,MIL,NYM,661388,William Contreras,661388,MIL,C
2024-09-28,MIL,NYM,682626,Francisco Alvarez,682626,NYM,C
2024-09-28,MIL,NYM,620443,Luis Torrens,620443,NYM,C
2024-09-28,MIN,BAL,668939,Adley Rutschman,668939,BAL,C
2024-09-28,MIN,BAL,680777,Ryan Jeffers,680777,MIN,C
2024-09-28,NYY,PIT,518735,Yasmani Grandal,518735,PIT,C
2024-09-28,NYY,PIT,669224,Austin Wells,669224,NYY,C
2024-09-28,SF,STL,672275,Patrick Bailey,672275,SF,C
2024-09-28,SF,STL,686780,Pedro Pages,686780,STL,C
2024-09-28,SEA,OAK,669127,Shea Langeliers,669127,OAK,C
2024-09-28,SEA,OAK,663728,Cal Raleigh,663728,SEA,C
2024-09-28,TOR,MIA,640902,Jhonny Pereda,640902,MIA,C
2024-09-28,TOR,MIA,672386,Alejandro Kirk,672386,TOR,C
2024-09-28,WSH,PHI,660688,Keibert Ruiz,660688,WSH,C
2024-09-28,WSH,PHI,592663,J.T. Realmuto,592663,PHI,C
2024-09-27,AZ,SD,543309,Kyle Higashioka,543309,SD,C
2024-09-27,AZ,SD,672515,Gabriel Moreno,672515,ARI,C
2024-09-27,ATL,KC,669221,Sean Murphy,669221,ATL,C
2024-09-27,ATL,KC,521692,Salvador Perez,521692,KC,C/1B
2024-09-27,BOS,TB,666163,Ben Rortvedt,666163,TB,C
2024-09-27,BOS,TB,657136,Connor Wong,657136,BOS,C/1B
2024-09-27,CHC,CIN,665804,Miguel Amaya,665804,CHC,C
2024-09-27,CHC,CIN,663886,Tyler Stephenson,663886,CIN,C
2024-09-27,CLE,HOU,673237,Yainer Diaz,673237,HOU,C
2024-09-27,CLE,HOU,666310,Bo Naylor,666310,CLE,C
2024-09-27,COL,LAD,605131,Austin Barnes,605131,LAD,C
2024-09-27,COL,LAD,691011,Drew Romo,691011,COL,C
2024-09-27,COL,LAD,607732,Jacob Stallings,607732,COL,C
2024-09-27,DET,CWS,668670,Jake Rogers,668670,DET,C
2024-09-27,DET,CWS,686676,Korey Lee,686676,CHW,C
2024-09-27,LAA,TEX,641680,Jonah Heim,641680,TEX,C
2024-09-27,LAA,TEX,642136,Matt Thaiss,642136,LAA,C
2024-09-27,MIL,NYM,661388,William Contreras,661388,MIL,C
2024-09-27,MIL,NYM,620443,Luis Torrens,620443,NYM,C
2024-09-27,MIL,NYM,682626,Francisco Alvarez,682626,NYM,C
2024-09-27,MIN,BAL,668939,Adley Rutschman,668939,BAL,C
2024-09-27,MIN,BAL,543877,Christian Vazquez,543877,MIN,C
2024-09-27,NYY,PIT,663698,Joey Bart,663698,PIT,C
2024-09-27,NYY,PIT,624431,Jose Trevino,624431,NYY,C
2024-09-27,SF,STL,671056,Ivan Herrera,671056,STL,C
2024-09-27,SF,STL,672275,Patrick Bailey,672275,SF,C
2024-09-27,SEA,OAK,641598,Mitch Garver,641598,SEA,C
2024-09-27,SEA,OAK,668832,Kyle McCann,668832,OAK,C
2024-09-27,TOR,MIA,663743,Nick Fortes,663743,MIA,C
2024-09-27,TOR,MIA,672386,Alejandro Kirk,672386,TOR,C
2024-09-27,WSH,PHI,660688,Keibert Ruiz,660688,WSH,C
2024-09-27,WSH,PHI,592663,J.T. Realmuto,592663,PHI,C
2024-09-26,CWS,LAA,642020,Chuckie Robinson,642020,CHW,C
2024-09-26,CWS,LAA,681351,Logan O’Hoppe,681351,LAA,C
2024-09-26,COL,STL,696100,Hunter Goodman,696100,COL,C/OF
2024-09-26,COL,STL,686780,Pedro Pages,686780,STL,C
2024-09-26,DET,TB,693307,Dillon Dingler,693307,DET,C
2024-09-26,DET,TB,666163,Ben Rortvedt,666163,TB,C
2024-09-26,DET,TB,668670,Jake Rogers,668670,DET,C
2024-09-26,LAD,SD,669257,Will Smith,669257,LAD,C
2024-09-26,LAD,SD,543309,Kyle Higashioka,543309,SD,C
2024-09-26,MIN,MIA,640902,Jhonny Pereda,640902,MIA,C
2024-09-26,MIN,MIA,680777,Ryan Jeffers,680777,MIN,C
2024-09-26,MIN,MIA,663743,Nick Fortes,663743,MIA,C
2024-09-26,NYY,BAL,669224,Austin Wells,669224,NYY,C
2024-09-26,NYY,BAL,543510,James McCann,543510,BAL,C
2024-09-26,OAK,TEX,669127,Shea Langeliers,669127,OAK,C
2024-09-26,OAK,TEX,608348,Carson Kelly,608348,TEX,C
2024-09-26,PIT,MIL,606992,Eric Haase,606992,MIL,C/OF
2024-09-26,PIT,MIL,663698,Joey Bart,663698,PIT,C
2024-09-26,WSH,KC,666023,Freddy Fermin,666023,KC,C
2024-09-26,WSH,KC,660688,Keibert Ruiz,660688,WSH,C
2024-09-25,AZ,SF,672515,Gabriel Moreno,672515,ARI,C
2024-09-25,AZ,SF,672275,Patrick Bailey,672275,SF,C
2024-09-25,CWS,LAA,642136,Matt Thaiss,642136,LAA,C
2024-09-25,CWS,LAA,686676,Korey Lee,686676,CHW,C
2024-09-25,CLE,CIN,666310,Bo Naylor,666310,CLE,C
2024-09-25,CLE,CIN,663886,Tyler Stephenson,663886,CIN,C
2024-09-25,COL,STL,686780,Pedro Pages,686780,STL,C
2024-09-25,COL,STL,607732,Jacob Stallings,607732,COL,C
2024-09-25,DET,TB,693307,Dillon Dingler,693307,DET,C
2024-09-25,DET,TB,666163,Ben Rortvedt,666163,TB,C
2024-09-25,HOU,SEA,663728,Cal Raleigh,663728,SEA,C
2024-09-25,HOU,SEA,663967,Cesar Salazar,663967,HOU,C
2024-09-25,HOU,SEA,605170,Victor Caratini,605170,HOU,C
2024-09-25,LAD,SD,669257,Will Smith,669257,LAD,C
2024-09-25,LAD,SD,543309,Kyle Higashioka,543309,SD,C
2024-09-25,LAD,SD,553869,Elias Diaz,553869,SD,C
2024-09-25,MIN,MIA,543877,Christian Vazquez,543877,MIN,C
2024-09-25,MIN,MIA,640902,Jhonny Pereda,640902,MIA,C
2024-09-25,NYY,BAL,543510,James McCann,543510,BAL,C
2024-09-25,NYY,BAL,669224,Austin Wells,669224,NYY,C
2024-09-25,OAK,TEX,641680,Jonah Heim,641680,TEX,C
2024-09-25,OAK,TEX,669127,Shea Langeliers,669127,OAK,C
2024-09-25,PHI,CHC,592663,J.T. Realmuto,592663,PHI,C
2024-09-25,PHI,CHC,665804,Miguel Amaya,665804,CHC,C
2024-09-25,PIT,MIL,518735,Yasmani Grandal,518735,PIT,C
2024-09-25,PIT,MIL,661388,William Contreras,661388,MIL,C
2024-09-25,TOR,BOS,623168,Tyler Heineman,623168,TOR,C
2024-09-25,TOR,BOS,657136,Connor Wong,657136,BOS,C/1B
2024-09-25,WSH,KC,666023,Freddy Fermin,666023,KC,C
2024-09-25,WSH,KC,686452,Drew Millas,686452,WSH,C
2024-09-25,WSH,KC,521692,Salvador Perez,521692,KC,C/1B
2024-09-24,AZ,SF,672275,Patrick Bailey,672275,SF,C
2024-09-24,AZ,SF,672515,Gabriel Moreno,672515,ARI,C
2024-09-24,ATL,NYM,518595,Travis d’Arnaud,518595,ATL,C
2024-09-24,ATL,NYM,682626,Francisco Alvarez,682626,NYM,C
2024-09-24,CWS,LAA,686676,Korey Lee,686676,CHW,C
2024-09-24,CWS,LAA,681351,Logan O’Hoppe,681351,LAA,C
2024-09-24,CWS,LAA,642020,Chuckie Robinson,642020,CHW,C
2024-09-24,CLE,CIN,666310,Bo Naylor,666310,CLE,C
2024-09-24,CLE,CIN,663886,Tyler Stephenson,663886,CIN,C
2024-09-24,COL,STL,671056,Ivan Herrera,671056,STL,C
2024-09-24,COL,STL,607732,Jacob Stallings,607732,COL,C
2024-09-24,DET,TB,668670,Jake Rogers,668670,DET,C
2024-09-24,DET,TB,666163,Ben Rortvedt,666163,TB,C
2024-09-24,HOU,SEA,673237,Yainer Diaz,673237,HOU,C
2024-09-24,HOU,SEA,663728,Cal Raleigh,663728,SEA,C
2024-09-24,LAD,SD,543309,Kyle Higashioka,543309,SD,C
2024-09-24,LAD,SD,669257,Will Smith,669257,LAD,C
2024-09-24,MIN,MIA,663743,Nick Fortes,663743,MIA,C
2024-09-24,MIN,MIA,680777,Ryan Jeffers,680777,MIN,C
2024-09-24,NYY,BAL,668939,Adley Rutschman,668939,BAL,C
2024-09-24,NYY,BAL,669224,Austin Wells,669224,NYY,C
2024-09-24,OAK,TEX,641680,Jonah Heim,641680,TEX,C
2024-09-24,OAK,TEX,669127,Shea Langeliers,669127,OAK,C
2024-09-24,PHI,CHC,665804,Miguel Amaya,665804,CHC,C
2024-09-24,PHI,CHC,596117,Garrett Stubbs,596117,PHI,C
2024-09-24,PIT,MIL,661388,William Contreras,661388,MIL,C
2024-09-24,PIT,MIL,663698,Joey Bart,663698,PIT,C
2024-09-24,TOR,BOS,657136,Connor Wong,657136,BOS,C/1B
2024-09-24,TOR,BOS,672386,Alejandro Kirk,672386,TOR,C
2024-09-24,TOR,BOS,643376,Danny Jansen,643376,BOS,C
2024-09-24,WSH,KC,666023,Freddy Fermin,666023,KC,C
2024-09-24,WSH,KC,660688,Keibert Ruiz,660688,WSH,C
2024-09-23,AZ,SF,672275,Patrick Bailey,672275,SF,C
2024-09-23,AZ,SF,645444,Jose Herrera,645444,ARI,C
2024-09-23,AZ,SF,592200,Curt Casali,592200,SF,C
2024-09-23,HOU,SEA,663728,Cal Raleigh,663728,SEA,C
2024-09-23,HOU,SEA,673237,Yainer Diaz,673237,HOU,C
2024-09-23,PHI,CHC,592663,J.T. Realmuto,592663,PHI,C
2024-09-23,PHI,CHC,542194,Christian Bethancourt,542194,CHC,C
2024-09-23,TOR,BOS,657136,Connor Wong,657136,BOS,C/1B
2024-09-23,TOR,BOS,672386,Alejandro Kirk,672386,TOR,C
2024-09-22,BAL,DET,668670,Jake Rogers,668670,DET,C
2024-09-22,BAL,DET,668939,Adley Rutschman,668939,BAL,C
2024-09-22,BOS,MIN,657136,Connor Wong,657136,BOS,C/1B
2024-09-22,BOS,MIN,543877,Christian Vazquez,543877,MIN,C
2024-09-22,BOS,MIN,643376,Danny Jansen,643376,BOS,C
2024-09-22,BOS,MIN,680777,Ryan Jeffers,680777,MIN,C
2024-09-22,CHC,WSH,665804,Miguel Amaya,665804,CHC,C
2024-09-22,CHC,WSH,660688,Keibert Ruiz,660688,WSH,C
2024-09-22,CIN,PIT,663698,Joey Bart,663698,PIT,C
2024-09-22,CIN,PIT,663886,Tyler Stephenson,663886,CIN,C
2024-09-22,HOU,LAA,681351,Logan O’Hoppe,681351,LAA,C
2024-09-22,HOU,LAA,605170,Victor Caratini,605170,HOU,C
2024-09-22,HOU,LAA,642136,Matt Thaiss,642136,LAA,C
2024-09-22,KC,SF,672275,Patrick Bailey,672275,SF,C
2024-09-22,KC,SF,521692,Salvador Perez,521692,KC,C/1B
2024-09-22,LAD,COL,607732,Jacob Stallings,607732,COL,C
2024-09-22,LAD,COL,669257,Will Smith,669257,LAD,C
2024-09-22,LAD,COL,696100,Hunter Goodman,696100,COL,C/OF
2024-09-22,MIA,ATL,669221,Sean Murphy,669221,ATL,C
2024-09-22,MIA,ATL,663743,Nick Fortes,663743,MIA,C
2024-09-22,MIL,AZ,606992,Eric Haase,606992,MIL,C/OF
2024-09-22,MIL,AZ,645444,Jose Herrera,645444,ARI,C
2024-09-22,MIL,AZ,596142,Gary Sanchez,596142,MIL,C
2024-09-22,MIL,AZ,672515,Gabriel Moreno,672515,ARI,C
2024-09-22,NYM,PHI,682626,Francisco Alvarez,682626,NYM,C
2024-09-22,NYM,PHI,592663,J.T. Realmuto,592663,PHI,C
2024-09-22,OAK,NYY,669224,Austin Wells,669224,NYY,C
2024-09-22,OAK,NYY,669127,Shea Langeliers,669127,OAK,C
2024-09-22,SD,CWS,553869,Elias Diaz,553869,SD,C
2024-09-22,SD,CWS,686676,Korey Lee,686676,CHW,C
2024-09-22,SD,CWS,543309,Kyle Higashioka,543309,SD,C
2024-09-22,STL,CLE,686780,Pedro Pages,686780,STL,C
2024-09-22,STL,CLE,666310,Bo Naylor,666310,CLE,C
2024-09-22,STL,CLE,595978,Austin Hedges,595978,CLE,C
2024-09-22,TB,TOR,623168,Tyler Heineman,623168,TOR,C
2024-09-22,TB,TOR,666163,Ben Rortvedt,666163,TB,C
2024-09-22,TEX,SEA,641598,Mitch Garver,641598,SEA,C
2024-09-22,TEX,SEA,641680,Jonah Heim,641680,TEX,C
2024-09-21,BAL,DET,693307,Dillon Dingler,693307,DET,C
2024-09-21,BAL,DET,668939,Adley Rutschman,668939,BAL,C
2024-09-21,CHC,WSH,660688,Keibert Ruiz,660688,WSH,C
2024-09-21,CHC,WSH,665804,Miguel Amaya,665804,CHC,C
2024-09-21,CIN,PIT,663886,Tyler Stephenson,663886,CIN,C
2024-09-21,CIN,PIT,518735,Yasmani Grandal,518735,PIT,C
2024-09-21,HOU,LAA,673237,Yainer Diaz,673237,HOU,C
2024-09-21,HOU,LAA,681351,Logan O’Hoppe,681351,LAA,C
2024-09-21,KC,SF,592200,Curt Casali,592200,SF,C
2024-09-21,KC,SF,666023,Freddy Fermin,666023,KC,C
2024-09-21,LAD,COL,607732,Jacob Stallings,607732,COL,C
2024-09-21,LAD,COL,676439,Hunter Feduccia,676439,LAD,C
2024-09-21,MIA,ATL,518595,Travis d’Arnaud,518595,ATL,C
2024-09-21,MIA,ATL,663743,Nick Fortes,663743,MIA,C
2024-09-21,MIL,AZ,645444,Jose Herrera,645444,ARI,C
2024-09-21,MIL,AZ,606992,Eric Haase,606992,MIL,C/OF
2024-09-21,NYM,PHI,682626,Francisco Alvarez,682626,NYM,C
2024-09-21,NYM,PHI,592663,J.T. Realmuto,592663,PHI,C
2024-09-21,OAK,NYY,624431,Jose Trevino,624431,NYY,C
2024-09-21,OAK,NYY,668832,Kyle McCann,668832,OAK,C
2024-09-21,OAK,NYY,669127,Shea Langeliers,669127,OAK,C
2024-09-21,SD,CWS,553869,Elias Diaz,553869,SD,C
2024-09-21,SD,CWS,642020,Chuckie Robinson,642020,CHW,C
2024-09-21,STL,CLE,671056,Ivan Herrera,671056,STL,C
2024-09-21,STL,CLE,666310,Bo Naylor,666310,CLE,C
2024-09-21,TB,TOR,666163,Ben Rortvedt,666163,TB,C
2024-09-21,TB,TOR,672386,Alejandro Kirk,672386,TOR,C
2024-09-21,TEX,SEA,663728,Cal Raleigh,663728,SEA,C
2024-09-21,TEX,SEA,608348,Carson Kelly,608348,TEX,C
2024-09-20,BAL,DET,543510,James McCann,543510,BAL,C
2024-09-20,BAL,DET,668670,Jake Rogers,668670,DET,C
2024-09-20,BOS,MIN,680777,Ryan Jeffers,680777,MIN,C
2024-09-20,BOS,MIN,657136,Connor Wong,657136,BOS,C/1B
2024-09-20,BOS,MIN,543877,Christian Vazquez,543877,MIN,C
2024-09-20,CHC,WSH,542194,Christian Bethancourt,542194,CHC,C
2024-09-20,CHC,WSH,686452,Drew Millas,686452,WSH,C
2024-09-20,CIN,PIT,663886,Tyler Stephenson,663886,CIN,C
2024-09-20,CIN,PIT,663698,Joey Bart,663698,PIT,C
2024-09-20,HOU,LAA,605170,Victor Caratini,605170,HOU,C
2024-09-20,HOU,LAA,642136,Matt Thaiss,642136,LAA,C
2024-09-20,KC,SF,672275,Patrick Bailey,672275,SF,C
2024-09-20,KC,SF,521692,Salvador Perez,521692,KC,C/1B
2024-09-20,LAD,COL,669257,Will Smith,669257,LAD,C
2024-09-20,LAD,COL,696100,Hunter Goodman,696100,COL,C/OF
2024-09-20,MIA,ATL,640902,Jhonny Pereda,640902,MIA,C
2024-09-20,MIA,ATL,669221,Sean Murphy,669221,ATL,C
2024-09-20,MIL,AZ,672515,Gabriel Moreno,672515,ARI,C
2024-09-20,MIL,AZ,661388,William Contreras,661388,MIL,C
2024-09-20,NYM,PHI,592663,J.T. Realmuto,592663,PHI,C
2024-09-20,NYM,PHI,620443,Luis Torrens,620443,NYM,C
2024-09-20,OAK,NYY,669224,Austin Wells,669224,NYY,C
2024-09-20,OAK,NYY,669127,Shea Langeliers,669127,OAK,C
2024-09-20,SD,CWS,686676,Korey Lee,686676,CHW,C
2024-09-20,SD,CWS,543309,Kyle Higashioka,543309,SD,C
2024-09-20,STL,CLE,666310,Bo Naylor,666310,CLE,C
2024-09-20,STL,CLE,671056,Ivan Herrera,671056,STL,C
2024-09-20,STL,CLE,686780,Pedro Pages,686780,STL,C
2024-09-20,TB,TOR,623168,Tyler Heineman,623168,TOR,C
2024-09-20,TB,TOR,672386,Alejandro Kirk,672386,TOR,C
2024-09-20,TEX,SEA,663728,Cal Raleigh,663728,SEA,C
2024-09-20,TEX,SEA,641680,Jonah Heim,641680,TEX,C
2024-09-19,BAL,SF,592200,Curt Casali,592200,SF,C
2024-09-19,BAL,SF,668939,Adley Rutschman,668939,BAL,C
2024-09-19,BAL,SF,672275,Patrick Bailey,672275,SF,C
2024-09-19,CHC,WSH,665804,Miguel Amaya,665804,CHC,C
2024-09-19,CHC,WSH,660688,Keibert Ruiz,660688,WSH,C
2024-09-19,CIN,ATL,518595,Travis d’Arnaud,518595,ATL,C
2024-09-19,CIN,ATL,571912,Luke Maile,571912,CIN,C
2024-09-19,CLE,MIN,680777,Ryan Jeffers,680777,MIN,C
